model,split_type,use_coords,candidate,fold,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_interactions_with_coords,random,True,19,1,0.01,"(16,)",0.01,824,51,0.22762820931178623,0.8826700149658828,0.424248829302854,0.04838675379185518,0.46153846153846156,0.4117647058823529,0.9754204398447607
MLP_multi_interactions_with_coords,random,True,19,2,0.01,"(16,)",0.01,824,51,0.2659152519394647,0.849859219237501,0.34113431589769994,0.05366984370338679,0.33707865168539325,0.29411764705882354,0.9702457956015524
MLP_multi_interactions_with_coords,random,True,19,3,0.01,"(16,)",0.01,824,53,0.26378047193741017,0.8860338203264567,0.3732731037391629,0.05521731103583019,0.4,0.3584905660377358,0.9701686121919585
MLP_multi_interactions_with_coords,random,True,19,4,0.01,"(16,)",0.01,816,48,0.269696373695213,0.893798828125,0.2931739331729938,0.06400942199790681,0.36363636363636365,0.4166666666666667,0.9453125
MLP_multi_interactions_with_coords,random,True,19,5,0.01,"(16,)",0.01,816,48,0.19553507925603242,0.9054361979166667,0.4183255644850709,0.04713657731640899,0.36363636363636365,0.2916666666666667,0.98046875
MLP_multi_interactions_with_coords,random,True,20,1,0.01,"(16,)",0.001,824,51,0.18303677778711305,0.8982827283565431,0.45083929863020894,0.044841406416676895,0.449438202247191,0.39215686274509803,0.9767141009055628
MLP_multi_interactions_with_coords,random,True,20,2,0.01,"(16,)",0.001,824,51,0.24835920977094286,0.8518377596834336,0.3462654798616275,0.05200751011092705,0.3373493975903614,0.27450980392156865,0.9767141009055628
MLP_multi_interactions_with_coords,random,True,20,3,0.01,"(16,)",0.001,824,53,0.21768163279956926,0.886694564765191,0.37754772509218354,0.051391861711129645,0.3764705882352941,0.3018867924528302,0.9792477302204928
MLP_multi_interactions_with_coords,random,True,20,4,0.01,"(16,)",0.001,816,48,0.17770318835605495,0.9149576822916666,0.37444204515073,0.05042052222809725,0.41304347826086957,0.3958333333333333,0.9674479166666666
MLP_multi_interactions_with_coords,random,True,20,5,0.01,"(16,)",0.001,816,48,0.18752115642026404,0.8926052517361112,0.36187496561039917,0.048550445390406746,0.35714285714285715,0.3125,0.97265625
MLP_multi_interactions_with_coords,random,True,21,1,0.01,"(32,)",0.01,824,51,0.22048057821684522,0.8944017451741368,0.48646880729164915,0.04740849446249013,0.40425531914893614,0.37254901960784315,0.9689521345407504
MLP_multi_interactions_with_coords,random,True,21,2,0.01,"(32,)",0.01,824,51,0.3264991628969606,0.8577226492149254,0.3633301092628315,0.05763114246783164,0.41304347826086957,0.37254901960784315,0.9715394566623544
MLP_multi_interactions_with_coords,random,True,21,3,0.01,"(32,)",0.01,824,53,0.31843468823296445,0.8612191958495461,0.3410409591722407,0.058375347502665605,0.3877551020408163,0.3584905660377358,0.9662775616083009
MLP_multi_interactions_with_coords,random,True,21,4,0.01,"(32,)",0.01,816,48,0.2533739747458252,0.8966064453125,0.343936083611654,0.05944265937663864,0.41818181818181815,0.4791666666666667,0.94921875
MLP_multi_interactions_with_coords,random,True,21,5,0.01,"(32,)",0.01,816,48,0.24315101045088014,0.8884819878472223,0.323683784564883,0.05587368970087302,0.3132530120481928,0.2708333333333333,0.9713541666666666
MLP_multi_interactions_with_coords,random,True,22,1,0.01,"(32,)",0.001,824,51,0.22634812782615243,0.8844202622834386,0.4403337666437024,0.05141226637350358,0.41237113402061853,0.39215686274509803,0.9663648124191462
MLP_multi_interactions_with_coords,random,True,22,2,0.01,"(32,)",0.001,824,51,0.25492725194525995,0.8658143723207264,0.3640423277511275,0.05397630768919272,0.3488372093023256,0.29411764705882354,0.9741267787839586
MLP_multi_interactions_with_coords,random,True,22,3,0.01,"(32,)",0.001,824,53,0.23850584511611198,0.8941952377456379,0.3967662598738153,0.052372708501973377,0.36363636363636365,0.3018867924528302,0.9753566796368353
MLP_multi_interactions_with_coords,random,True,22,4,0.01,"(32,)",0.001,816,48,0.1944354296597636,0.9089762369791666,0.3812890487586366,0.05308946053724927,0.4,0.4166666666666667,0.9583333333333334
MLP_multi_interactions_with_coords,random,True,22,5,0.01,"(32,)",0.001,816,48,0.20995491375371478,0.8948296440972223,0.3874307542772837,0.0512840512111923,0.36585365853658536,0.3125,0.9752604166666666
MLP_multi_interactions_with_coords,random,True,23,1,0.01,"(16, 8)",0.01,824,51,0.35293778854066093,0.8640387591000178,0.34508286335823,0.06371438946705178,0.34615384615384615,0.35294117647058826,0.9547218628719275
MLP_multi_interactions_with_coords,random,True,23,2,0.01,"(16, 8)",0.01,824,51,0.42102303948771125,0.8333713821880627,0.3283101863902367,0.06398171088506135,0.3218390804597701,0.27450980392156865,0.9715394566623544
MLP_multi_interactions_with_coords,random,True,23,3,0.01,"(16, 8)",0.01,824,53,0.4559067906220648,0.8349729584220443,0.297442650666304,0.07415406696340948,0.36036036036036034,0.37735849056603776,0.9507133592736705
MLP_multi_interactions_with_coords,random,True,23,4,0.01,"(16, 8)",0.01,816,48,0.24201831481558012,0.8963216145833331,0.4365168511465619,0.05183441155369541,0.4642857142857143,0.5416666666666666,0.9505208333333334
MLP_multi_interactions_with_coords,random,True,23,5,0.01,"(16, 8)",0.01,816,48,0.26798457198077824,0.8831922743055555,0.3406823359076401,0.049597830850952644,0.35714285714285715,0.3125,0.97265625
MLP_multi_interactions_with_coords,random,True,24,1,0.01,"(16, 8)",0.001,824,51,0.2994314567565936,0.8733353626055855,0.3978414950133095,0.05352438048357922,0.4583333333333333,0.43137254901960786,0.9702457956015524
MLP_multi_interactions_with_coords,random,True,24,2,0.01,"(16, 8)",0.001,824,51,0.3492468310900603,0.8632016842959693,0.3626238390413442,0.056817229982466626,0.38202247191011235,0.3333333333333333,0.9728331177231565
MLP_multi_interactions_with_coords,random,True,24,3,0.01,"(16, 8)",0.001,824,53,0.38948475336518634,0.8474414507011234,0.2920691146848502,0.06576820923914019,0.3838383838383838,0.3584905660377358,0.9649805447470817
MLP_multi_interactions_with_coords,random,True,24,4,0.01,"(16, 8)",0.001,816,48,0.25829383557245367,0.9034288194444445,0.38405773257173786,0.05769166915459606,0.46846846846846846,0.5416666666666666,0.9518229166666666
MLP_multi_interactions_with_coords,random,True,24,5,0.01,"(16, 8)",0.001,816,48,0.26515165218857817,0.8818495008680557,0.378484238427057,0.05186126778790885,0.4044943820224719,0.375,0.9700520833333334
MLP_multi_interactions_with_coords,random,True,25,1,0.1,"(8,)",0.01,824,51,0.17809258064619043,0.8894046622529995,0.40678551544885605,0.04762640333020193,0.38095238095238093,0.3137254901960784,0.9780077619663649
MLP_multi_interactions_with_coords,random,True,25,2,0.1,"(8,)",0.01,824,51,0.20522249862945127,0.8696446236968267,0.335644160974514,0.0508249408803519,0.3076923076923077,0.23529411764705882,0.9805950840879689
MLP_multi_interactions_with_coords,random,True,25,3,0.1,"(8,)",0.01,824,53,0.16174059680076527,0.9112889410958569,0.4573711680571795,0.04373188318299657,0.36363636363636365,0.2641509433962264,0.9870298313878081
MLP_multi_interactions_with_coords,random,True,25,4,0.1,"(8,)",0.01,816,48,0.14268543314123228,0.921413845486111,0.41079471327587846,0.04171472734847889,0.1935483870967742,0.125,0.9895833333333334
MLP_multi_interactions_with_coords,random,True,25,5,0.1,"(8,)",0.01,816,48,0.1730657031410791,0.8921440972222223,0.3968640626533261,0.04714493927276725,0.35714285714285715,0.3125,0.97265625
MLP_multi_interactions_with_coords,random,True,26,1,0.1,"(8,)",0.001,824,51,0.16019122043334416,0.8950612586561145,0.4818989613667115,0.04343818258060512,0.45,0.35294117647058826,0.9857697283311773
MLP_multi_interactions_with_coords,random,True,26,2,0.1,"(8,)",0.001,824,51,0.1957608006165717,0.8620855845572382,0.34656833215290866,0.04903452251631158,0.325,0.2549019607843137,0.9793014230271668
MLP_multi_interactions_with_coords,random,True,26,3,0.1,"(8,)",0.001,824,53,0.15843773762994456,0.9138095587695471,0.44872126459008804,0.04449282387699004,0.35135135135135137,0.24528301886792453,0.9896238651102465
